"Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)"

"Kanton"	"Datum und Vorlage"	"Stimmberechtigte"	"Ja"	"Ja in %"
"Nidwalden"	"04.10.1896 Viehhandelsgesetz"	2877	547	35.4
"Nidwalden"	"03.11.1895 Militärartikel"	2869	560	27.0
"Nidwalden"	"29.09.1895 Zündhölzchenmonopol"	2872	224	19.8
"Nidwalden"	"03.02.1895 Gesandtschaftsgesetz"	2895	66	7.2
"Nidwalden"	"04.11.1894 Zollinitiative"	2936	1447	64.8
"Nidwalden"	"03.06.1894 Recht auf Arbeit"	2922	154	13.2
"Nidwalden"	"04.03.1894 Vorschriften für das Gewerbe"	2886	178	17.6
"Nidwalden"	"20.08.1893 Schächtverbot"	2860	486	57.3
"Nidwalden"	"06.12.1891 Rückkauf der Centralbahn"	2933	121	8.0
"Nidwalden"	"18.10.1891 Zolltarifgesetz"	...	674	66.1
"Nidwalden"	"18.10.1891 Banknotenmonopol"	...	580	55.1
"Nidwalden"	"05.07.1891 Einführung der Volksinitiative"	2933	931	86.2
"Nidwalden"	"15.03.1891 Pensionsgesetz"	2900	138	7.6
"Nidwalden"	"26.10.1890 Unfall- und Krankenversicherung"	2875	873	71.4
"Nidwalden"	"17.11.1889 Schuldbetreibung und Konkurs"	2857	589	30.6
"Nidwalden"	"10.07.1887 Erfindungsschutz"	2804	507	83.4
"Nidwalden"	"15.05.1887 Alkoholmonopol"	2847	1379	77.5
"Nidwalden"	"25.10.1885 Alkoholregelung"	...	1381	81.6
"Nidwalden"	"11.05.1884 Gesandtschaft in Washington"	2797	178	9.6
"Nidwalden"	"11.05.1884 Bundesstrafrecht (Stabio Artikel)"	2797	192	10.3
"Nidwalden"	"11.05.1884 Patenttaxen der Handelsreisenden"	2797	209	11.2
"Nidwalden"	"11.05.1884 Organisation des Justiz- und Polizeidepartements"	2797	180	9.6
"Nidwalden"	"26.11.1882 Schulsekretär"	...	139	5.3
"Nidwalden"	"30.07.1882 Epidemiengesetz"	...	92	8.6
"Nidwalden"	"30.07.1882 Erfindungsschutz"	...	492	49.6
"Nidwalden"	"31.10.1880 Banknotenmonopol"	...	346	20.3
"Nidwalden"	"18.05.1879 Wiedereinführung der Todesstrafe"	2893	1392	80.6
"Nidwalden"	"19.01.1879 Subvention der Alpenbahnen"	2835	1688	90.2
"Nidwalden"	"21.10.1877 Politische Rechte"	...	167	9.2
"Nidwalden"	"21.10.1877 Militärpflichtersatz"	...	221	12.2
"Nidwalden"	"21.10.1877 Fabrikgesetz"	...	1506	83.4
"Nidwalden"	"09.07.1876 Militärpflichtersatzsteuer"	...	426	27.1
"Nidwalden"	"23.04.1876 Banknotengesetz"	...	212	17.4
"Nidwalden"	"23.05.1875 Politisches Stimmrecht"	...	221	11.3
"Nidwalden"	"23.05.1875 Zivilstand und Ehe"	...	237	11.7
"Nidwalden"	"19.04.1874 Totalrevision"	...	522	18.9
"Nidwalden"	"12.05.1872 Totalrevision"	...	306	12.5
"Nidwalden"	"14.01.1866 Lotterie und Hasardspiele"	...	334	20.6
"Nidwalden"	"14.01.1866 Schutz des geistigen Eigentums"	...	254	15.7
"Nidwalden"	"14.01.1866 Ausschliessung Strafarten"	...	31	1.8
"Nidwalden"	"14.01.1866 Glaubens- und Kultusfreiheit"	...	89	5.2
"Nidwalden"	"14.01.1866 Stimmrecht in kantonalen Angelegenheiten"	...	137	8.1
"Nidwalden"	"14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen"	...	75	4.4
"Nidwalden"	"14.01.1866 Stimmrecht in Gemeindeangelegenheiten"	...	102	5.9
"Nidwalden"	"14.01.1866 Gleichstellung der Juden"	...	107	5.8
"Nidwalden"	"14.01.1866 Mass und Gewicht"	...	188	10.1
"Glarus"	"21.05.2017 Energiegesetz"	26380	4119	43.7
"Glarus"	"12.02.2017 Unternehmenssteuerreform III"	26316	3867	38.0
"Glarus"	"12.02.2017 Fonds für die Nationalstrassen und den Agglomerationsverkehr"	26316	6782	66.0
"Glarus"	"12.02.2017 Erleichterte Einbürgerung der dritten Ausländergeneration"	26316	5144	49.6
"Glarus"	"27.11.2016 Atomausstiegsinitiative"	26348	3902	38.5
"Glarus"	"25.09.2016 Nachrichtendienstgesetz"	26318	5345	62.8
"Glarus"	"25.09.2016 Initiative «AHVplus: für eine starke AHV»"	26318	3186	36.9
"Glarus"	"25.09.2016 Initiative «Grüne Wirtschaft»"	26318	2687	31.2
"Glarus"	"05.06.2016 Asylgesetz"	26307	6047	63.4
"Glarus"	"05.06.2016 Fortpflanzungsmedizingesetz"	26307	5415	57.6
"Glarus"	"05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»"	26307	3139	32.8
"Glarus"	"05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»"	26307	1757	18.2
"Glarus"	"05.06.2016 Initiative «Pro Service public»"	26307	3411	35.7
"Glarus"	"28.02.2016 Sanierung Gotthard-Strassentunnel"	26309	8969	59.9
"Glarus"	"28.02.2016 Initiative gegen die Spekulation mit Nahrungsmitteln"	26309	5480	37.5
"Glarus"	"28.02.2016 Durchsetzungsinitiative"	26309	7381	48.7
"Glarus"	"28.02.2016 Initiative gegen die Heiratsstrafe"	26309	7685	51.7
"Glarus"	"14.06.2015 Radio- und Fernsehengesetz (Radio- und Fernsehgehabgabe)"	26184	4076	45.4
"Glarus"	"14.06.2015 Initiative «Millionen-Erbschaften besteuern»"	26184	2712	30.0
"Glarus"	"14.06.2015 Stipendieninitiative"	26184	1832	20.9
"Glarus"	"14.06.2015 Fortpflanzungsmedizin und Gentechnologie im Humanbereich"	26184	4657	52.5
"Glarus"	"08.03.2015 Initiative «Energie- statt Mehrwertsteuer»"	26217	557	6.4
"Glarus"	"08.03.2015 Initiative «Steuerfreie Kinderzulagen»"	26217	1472	16.9
"Glarus"	"30.11.2014 Gold-Initiative"	26288	2589	24.6
"Glarus"	"30.11.2014 Initiative «Stopp der Überbevölkerung (ECOPOP)»"	26288	3275	30.8
"Glarus"	"30.11.2014 Initiative zur Abschaffung der Pauschalbesteuerung"	26288	4405	41.5
"Glarus"	"28.09.2014 Initiative «Für eine öffentliche Krankenkasse»"	26242	2874	33.1
"Glarus"	"28.09.2014 Initiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»"	26242	2455	28.6
"Glarus"	"18.05.2014 Beschaffung des Kampfflugzeugs Gripen"	26153	7904	59.9
"Glarus"	"18.05.2014 Mindestlohn-Initiative"	26153	2348	17.7
"Glarus"	"18.05.2014 Initiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»"	26153	8317	63.5
"Glarus"	"18.05.2014 Medizinische Grundversorgung"	26153	11357	88.7
"Glarus"	"09.02.2014 Initiative «Gegen Masseneinwanderung»"	26149	7824	59.4
"Glarus"	"09.02.2014 Initiative «Abtreibungsfinanzierung ist Privatsache»"	26149	4671	35.8
"Glarus"	"09.02.2014 Finanzierung und Ausbau der Eisenbahninfrastruktur"	26149	6599	50.9
"Glarus"	"24.11.2013 Nationalstrassenabgabegesetz (NSAG)"	26106	5830	48.2
"Glarus"	"24.11.2013 Familieninitiative"	26106	5100	42.3
"Glarus"	"24.11.2013 Initiative «1:12 - für gerechte Löhne»"	26106	4046	33.5
"Glarus"	"22.09.2013 Liberalisierung der Öffnungszeiten von Tankstellenshops"	26067	5234	53.4
"Glarus"	"22.09.2013 Epidemiengesetz"	26067	5023	51.3
"Glarus"	"22.09.2013 Aufhebung der Wehrpflicht"	26067	1777	17.9
"Glarus"	"09.06.2013 Asylgesetz"	26062	5961	82.8
"Glarus"	"09.06.2013 «Volkswahl des Bundesrates»"	26062	1929	26.6
"Glarus"	"03.03.2013 Raumplanungsgesetz"	26096	6166	66.6
"Glarus"	"03.03.2013 Initiative «gegen die Abzockerei»"	26096	6484	69.6
"Glarus"	"03.03.2013 Familienpolitik"	26096	3946	42.6
"Glarus"	"25.11.2012 Tierseuchengesetz"	26124	2288	57.1
"Glarus"	"23.09.2012 «Schutz vor Passivrauchen»"	25865	3132	34.9
"Glarus"	"23.09.2012 «Sicheres Wohnen im Alter»"	25865	4870	55.4
"Glarus"	"23.09.2012 Jugendmusikförderung"	25865	5739	65.3
"Glarus"	"17.06.2012 Krankenversicherungsgesetz (Managed Care)"	26125	1517	23.6
"Glarus"	"17.06.2012 Initiative «Staatsverträge vors Volk!»"	26125	1767	27.5
"Glarus"	"17.06.2012 «Eigene vier Wände dank Bausparen»"	26125	1682	26.2
"Glarus"	"11.03.2012 Buchpreisbindung"	26133	3156	38.8
"Glarus"	"11.03.2012 Regelung der Geldspiele zugunsten gemeinnütziger Zwecke"	26133	6934	85.6
"Glarus"	"11.03.2012 6 Wochen Ferien für alle"	26133	2188	26.1
"Glarus"	"11.03.2012 Für ein steuerlich begünstigtes Bausparen"	26133	3076	37.8
"Glarus"	"11.03.2012 Schluss mit uferlosem Bau von Zweitwohnungen!"	26133	4008	48.4
"Glarus"	"13.02.2011 Waffeninitiative"	25991	3266	30.2
"Glarus"	"28.11.2010 Steuergerechtigkeits-Initiative"	25896	4628	40.7
"Glarus"	"28.11.2010 Gegenentwurf zur Ausschaffungsinitiative"	25896	4706	41.4
"Glarus"	"28.11.2010 Ausschaffungsinitiative"	25896	7043	60.8
"Glarus"	"26.09.2010 Revision des Arbeitslosenversicherungsgesetzes"	25845	3521	63.2
"Glarus"	"07.03.2010 Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes"	25792	3613	34.4
"Glarus"	"07.03.2010 Tierschutzanwalt-Initiative"	25792	3129	29.5
"Glarus"	"07.03.2010 Forschung am Menschen"	25792	7448	72.4
"Glarus"	"29.11.2009 Verbot von Minaretten"	25750	8259	68.8
"Glarus"	"29.11.2009 Verbot von Kriegsmaterial-Exporten"	25750	2601	21.9
"Glarus"	"29.11.2009 Spezialfinanzierung für Aufgaben im Luftverkehr"	25750	7333	65.3
"Glarus"	"27.09.2009 Verzicht auf die Einführung der allgemeinen Volksinitiative"	25760	6436	66.6
"Glarus"	"27.09.2009 IV-Zusatzfinanzierung"	25760	4575	44.9
"Glarus"	"17.05.2009 Biometrische Pässe"	25683	3332	50.0
"Glarus"	"17.05.2009 Verfassungsartikel zur Komplementärmedizin"	25683	4021	60.0
"Glarus"	"08.02.2009 Personenfreizügigkeit Schweiz-EU"	25684	6754	49.0
"Glarus"	"30.11.2008 Betäubungsmittelgesetz"	25655	6480	65.3
"Glarus"	"30.11.2008 Hanfinitiative"	25655	3691	36.5
"Glarus"	"30.11.2008 Verbandsbeschwerderechts-Initiative"	25655	3781	37.5
"Glarus"	"30.11.2008 Initiative für ein flexibles AHV-Alter"	25655	4128	40.2
"Glarus"	"30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern"	25655	5539	54.4
"Glarus"	"01.06.2008 Gesundheitsartikel"	25566	2397	25.9
"Glarus"	"01.06.2008 Initiative «gegen Behördenprogaganda»"	25566	2941	31.7
"Glarus"	"01.06.2008 Einbürgerungsinitiative"	25566	4609	48.9
"Glarus"	"24.02.2008 Unternehmenssteuerreform II"	25557	4362	59.6
"Glarus"	"24.02.2008 Initiative gegen Kampfjetlärm"	25557	1581	21.3
"Glarus"	"17.06.2007 5. IV-Revision"	25438	5601	68.0
"Glarus"	"11.03.2007 Einheitskrankenkasse"	25346	1767	18.2
"Glarus"	"26.11.2006 Familienzulagen"	25290	5171	50.3
"Glarus"	"26.11.2006 Ostzusammenarbeit"	25290	3650	35.4
"Glarus"	"24.09.2006 Asylgesetz"	25291	8170	78.2
"Glarus"	"24.09.2006 Ausländergesetz"	25291	8133	78.0
"Glarus"	"24.09.2006 KOSA-Initiative"	25291	3476	33.5
"Glarus"	"21.05.2006 Bildungsartikel"	25107	7254	85.7
"Glarus"	"27.11.2005 Sonntagsarbeit"	25120	3946	48.9
"Glarus"	"27.11.2005 Gentechfrei-Initiative"	25120	4670	57.9
"Glarus"	"25.09.2005 Ausdehnung der Personenfreizügigkeit"	25077	5421	42.9
"Glarus"	"05.06.2005 Partnerschaftsgesetz"	25037	6874	51.0
"Glarus"	"05.06.2005 Abkommen zu Schengen und Dublin"	25037	5317	39.2
"Glarus"	"28.11.2004 Stammzellenforschungsgesetz"	25002	4539	61.2
"Glarus"	"28.11.2004 Neue Finanzordnung"	25002	5156	70.0
"Glarus"	"28.11.2004 Neugestaltung Finanzausgleich"	25002	4512	60.9
"Glarus"	"26.09.2004 Erwerbsersatz für Dienstleistende und bei Mutterschaft"	25071	4448	34.2
"Glarus"	"26.09.2004 Postdienst für alle"	25071	6345	49.3
"Glarus"	"26.09.2004 Bürgerrechtserwerb für die dritte Generation"	25071	3851	29.5
"Glarus"	"26.09.2004 Erleichterte Einbürgerung von Jugendlichen der zweiten Generation"	25071	3400	26.1
"Glarus"	"16.05.2004 Steuerpaket"	25027	3540	33.5
"Glarus"	"16.05.2004 Anhebung der Mehrwertsteuer für AHV/IV"	25027	3035	28.8
"Glarus"	"16.05.2004 11. AHV-Revision"	25027	3730	35.4
"Glarus"	"08.02.2004 Initiative zur Verwahrung gefährlicher Straftäter"	24989	6746	60.8
"Glarus"	"08.02.2004 Mietrecht"	24989	4689	43.7
"Glarus"	"08.02.2004 Gegenentwurf zur Avanti-Initiative"	24989	3395	30.3
"Glarus"	"18.05.2003 Lehrstelleninitiative"	24871	2507	21.3
"Glarus"	"18.05.2003 Moratorium Plus"	24871	4809	40.6
"Glarus"	"18.05.2003 Strom ohne Atom"	24871	4242	35.6
"Glarus"	"18.05.2003 Gleiche Rechte für Behinderte"	24871	3931	33.1
"Glarus"	"18.05.2003 Gesundheitsinitiative"	24871	2274	19.2
"Glarus"	"18.05.2003 Sonntagsinitiative"	24871	5038	42.1
"Glarus"	"18.05.2003 Ja zu fairen Mieten"	24871	2690	23.0
"Glarus"	"18.05.2003 Zivilschutz"	24871	8361	71.5
"Glarus"	"18.05.2003 Armee XXI"	24871	7780	66.4
"Glarus"	"09.02.2003 Kantonale Beiträge an Spitalbehandlungen"	24847	3530	75.8
"Glarus"	"09.02.2003 Änderung Volksrechte"	24847	2646	56.8
"Glarus"	"24.11.2002 Arbeitslosenversicherungsgesetz"	24825	6904	61.9
"Glarus"	"24.11.2002 Gegen Asylrechtsmissbrauch"	24825	7187	63.0
"Glarus"	"22.09.2002 Elektrizitätsmarktgesetz"	24757	4432	45.2
"Glarus"	"22.09.2002 Gold für AHV, Kantone und Stiftung"	24757	3697	37.9
"Glarus"	"22.09.2002 Goldinitiative"	24757	5748	57.9
"Glarus"	"02.06.2002 Für Mutter und Kind"	24696	1923	17.9
"Glarus"	"02.06.2002 Fristenregelung"	24696	7614	70.8
"Glarus"	"03.03.2002 Kürzere Arbeitszeit"	24669	2440	16.7
"Glarus"	"03.03.2002 UNO-Beitritt"	24669	5826	39.8
"Glarus"	"02.12.2001 Kapitalgewinnsteuer"	24607	2776	32.1
"Glarus"	"02.12.2001 Ziviler Friedensdienst"	24607	1280	14.8
"Glarus"	"02.12.2001 Schweiz ohne Armee"	24607	1176	13.5
"Glarus"	"02.12.2001 Energie statt Arbeit besteuern"	24607	1654	19.1
"Glarus"	"02.12.2001 Schuldenbremse"	24607	7474	86.5
"Glarus"	"10.06.2001 Aufhebung Bistumsartikel"	24614	5617	59.9
"Glarus"	"10.06.2001 Militärgesetz: Ausbildungszusammenarbeit"	24614	4470	45.4
"Glarus"	"10.06.2001 Militärgesetz: Bewaffnung"	24614	4437	45.0
"Glarus"	"04.03.2001 Strassen für alle"	24566	2683	20.7
"Glarus"	"04.03.2001 Arzneimittel-Initiative"	24566	4176	32.4
"Glarus"	"04.03.2001 Ja zu Europa!"	24566	1722	13.3
"Glarus"	"26.11.2000 Bundespersonalgesetz"	24550	6471	71.6
"Glarus"	"26.11.2000 Spitalkosteninitiative"	24550	1600	17.4
"Glarus"	"26.11.2000 Umverteilungsinitiative"	24550	2548	27.6
"Glarus"	"26.11.2000 Rentenalter ab 62 für Frau und Mann"	24550	3622	39.3
"Glarus"	"26.11.2000 Flexibilisierung der AHV"	24550	2914	31.7
"Glarus"	"24.09.2000 Konstruktives Referendum"	24571	3145	31.7
"Glarus"	"24.09.2000 Regelung der Zuwanderung"	24571	4577	44.5
"Glarus"	"24.09.2000 Umweltabgabe"	24571	3756	37.2
"Glarus"	"24.09.2000 Förderabgabe"	24571	3913	39.6
"Glarus"	"24.09.2000 Solarinitiative"	24571	2676	26.7
"Glarus"	"21.05.2000 Bilaterale Abkommen mit der EU"	24558	6643	57.2
"Glarus"	"12.03.2000 Verkehrshalbierungs-Initiative"	24592	2067	21.2
"Glarus"	"12.03.2000 Menschenwürdige Fortpflanzung"	24592	2474	25.9
"Glarus"	"12.03.2000 Quoten-Initiative"	24592	1305	13.5
"Glarus"	"12.03.2000 Beschleunigungs-Initiative"	24592	2693	28.1
"Glarus"	"12.03.2000 Justizreform"	24592	7834	83.8
"Glarus"	"13.06.1999 Mutterschaftsversicherung"	24574	2298	20.5
"Glarus"	"13.06.1999 Invalidenversicherung"	24574	2721	24.7
"Glarus"	"13.06.1999 Verschreibung von Heroin"	24574	5167	46.7
"Glarus"	"13.06.1999 Massnahmen Asyl- und Ausländerbereich"	24574	7962	73.0
"Glarus"	"13.06.1999 Asylgesetz"	24574	7870	72.1
"Glarus"	"18.04.1999 Neue Bundesverfassung"	24573	2934	30.1
"Glarus"	"07.02.1999 Raumplanungsgesetz"	24538	3900	48.3
"Glarus"	"07.02.1999 Wohneigentums-Initiative"	24538	4206	51.5
"Glarus"	"07.02.1999 Transplantationsmedizin"	24538	6641	83.3
"Glarus"	"07.02.1999 Wählbarkeit in den Bundesrat"	24538	5362	66.3
"Glarus"	"29.11.1998 Arbeitsgesetz"	24612	4995	66.1
"Glarus"	"29.11.1998 Vernünftige Drogenpolitik"	24612	1936	25.1
"Glarus"	"29.11.1998 Getreideartikel"	24612	5736	76.6
"Glarus"	"29.11.1998 Finanzierung öffentlicher Verkehr (FinöV)"	24612	4167	54.0
"Glarus"	"27.09.1998 10. AHV-Revision ohne Erhöhung Rentenalter"	24661	4068	33.1
"Glarus"	"27.09.1998 Kleinbauern-Initiative"	24661	2636	21.6
"Glarus"	"27.09.1998 Leistungsabhängige Schwerverkehrsabgabe (LSVA)"	24661	5777	46.7
"Glarus"	"07.06.1998 S.o.S.-Initiative"	24669	2715	24.2
"Glarus"	"07.06.1998 Gen-Schutz-Initiative"	24669	4467	38.7
"Glarus"	"07.06.1998 Haushaltsziel 2001"	24669	8736	78.0
"Glarus"	"28.09.1997 Jugend ohne Drogen"	24662	2562	33.0
"Glarus"	"28.09.1997 Finanzierung der Arbeitslosenversicherung"	24662	4622	60.5
"Glarus"	"08.06.1997 Aufhebung Pulverregal"	24731	5879	84.9
"Glarus"	"08.06.1997 Kriegsmaterial-Initiative"	24731	1055	14.9
"Glarus"	"08.06.1997 EU-Beitrittsverhandlungen vors Volk"	24731	1842	26.0
"Glarus"	"01.12.1996 Arbeitsgesetz"	24769	3553	39.1
"Glarus"	"01.12.1996 Gegen die illegale Einwanderung"	24769	5317	58.3
"Glarus"	"09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz"	24649	1880	30.9
"Glarus"	"09.06.1996 Landwirtschaftsartikel"	24649	4828	78.7
"Glarus"	"10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze"	24712	5279	54.3
"Glarus"	"10.03.1996 Übernahme von Branntwein und Brennapparaten"	24712	7512	79.0
"Glarus"	"10.03.1996 Persönliche militärische Ausrüstung"	24712	3612	37.1
"Glarus"	"10.03.1996 Übertritt Vellerat zum Kanton Jura"	24712	8693	90.9
"Glarus"	"10.03.1996 Sprachenartikel"	24712	7456	76.7
"Glarus"	"25.06.1995 Erwerb von Grundstücken durch Ausländer"	24822	3364	38.0
"Glarus"	"25.06.1995 Ausbau von AHV und IV"	24822	2018	22.7
"Glarus"	"25.06.1995 10. AHV-Revision"	24822	5559	62.2
"Glarus"	"12.03.1995 Ausgabenbremse"	24752	7454	83.5
"Glarus"	"12.03.1995 Landwirtschaftsgesetz"	24752	2617	28.8
"Glarus"	"12.03.1995 Milchwirtschaftsbeschluss"	24752	2640	29.0
"Glarus"	"12.03.1995 Landwirtschaftsartikel"	24752	3571	39.2
"Glarus"	"04.12.1994 Zwangsmassnahmen im Ausländerrecht"	24671	7239	79.5
"Glarus"	"04.12.1994 Für eine gesunde Krankenversicherung"	24671	1587	17.5
"Glarus"	"04.12.1994 Krankenversicherungsgesetz"	24671	4558	50.2
"Glarus"	"25.09.1994 Antirassismusgesetz"	24773	4617	47.6
"Glarus"	"25.09.1994 Aufhebung Brotgetreideverbilligung"	24773	5929	62.3
"Glarus"	"12.06.1994 UNO-Blauhelme"	24770	3823	32.2
"Glarus"	"12.06.1994 Erleichterte Einbürgerung für junge Ausländer"	24770	4901	41.2
"Glarus"	"12.06.1994 Kulturförderungsartikel"	24770	4899	41.5
"Glarus"	"20.02.1994 Luftfahrtgesetz"	24778	5667	57.0
"Glarus"	"20.02.1994 Alpen-Initiative"	24778	6114	59.5
"Glarus"	"20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe"	24778	6769	66.6
"Glarus"	"20.02.1994 Weiterführung Schwerverkehrsabgabe"	24778	7418	72.5
"Glarus"	"20.02.1994 Weiterführung Autobahnvignette"	24778	7160	69.8
"Glarus"	"28.11.1993 Verminderung Tabakprobleme"	24781	2488	25.3
"Glarus"	"28.11.1993 Verminderung Alkoholprobleme"	24781	2471	25.2
"Glarus"	"28.11.1993 Besondere Verbrauchssteuern"	24781	5899	60.5
"Glarus"	"28.11.1993 Mehrwertsteuer-% für AHV"	24781	6127	62.8
"Glarus"	"28.11.1993 Mehrwertsteuer Satz 6,5%"	24781	5675	58.2
"Glarus"	"28.11.1993 Einführung Mehrwertsteuer"	24781	6294	64.4
"Glarus"	"26.09.1993 Massnahmen in der Arbeitslosenversicherung"	24799	5766	76.3
"Glarus"	"26.09.1993 Befristete Massnahmen in der Krankenversicherung"	24799	6413	84.1
"Glarus"	"26.09.1993 1. August-Initiative"	24799	5854	76.3
"Glarus"	"26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft"	24799	4758	71.6
"Glarus"	"26.09.1993 Waffenmissbrauch"	24799	6389	83.1
"Glarus"	"06.06.1993 Schweiz ohne neue Kampfflugzeuge"	24839	4300	33.6
"Glarus"	"06.06.1993 40 Waffenplätze sind genug"	24839	4450	34.8
"Glarus"	"07.03.1993 Abschaffung der Tierversuche"	24812	3589	31.5
"Glarus"	"07.03.1993 Aufhebung Spielbankenverbot"	24812	8485	74.1
"Glarus"	"07.03.1993 Erhöhung Treibstoffzoll"	24812	6541	56.9
"Glarus"	"06.12.1992 EWR-Beitritt"	24814	6290	31.9
"Glarus"	"27.09.1992 Bäuerliches Bodenrecht"	24730	5174	51.6
"Glarus"	"27.09.1992 Stempelabgaben"	24730	5948	59.4
"Glarus"	"27.09.1992 Infrastrukturgesetz"	24730	2553	26.3
"Glarus"	"27.09.1992 Entschädigungsgesetz"	24730	2299	23.3
"Glarus"	"27.09.1992 Geschätsverkehrsgesetz"	24730	4870	51.1
"Glarus"	"27.09.1992 Alpentransit-Beschluss (NEAT)"	24730	5544	54.1
"Glarus"	"17.05.1992 Reform Sexualstrafrecht"	24703	7010	70.6
"Glarus"	"17.05.1992 Zivildienst für Dienstverweigerer"	24703	8048	79.8
"Glarus"	"17.05.1992 Fortpflanzungs- und Gentechnologie"	24703	7234	72.5
"Glarus"	"17.05.1992 Gewässerschutz-Initiative"	24703	2688	26.6
"Glarus"	"17.05.1992 Gewässerschutzgesetz"	24703	4723	46.6
"Glarus"	"17.05.1992 Mitwirkung an den Institutionen von Bretton Woods"	24703	4874	50.6
"Glarus"	"17.05.1992 Beitritt zu den Institutionen von Bretton Woods"	24703	4876	50.6
"Glarus"	"16.02.1992 Weg vom Tierversuch"	24742	4988	48.9
"Glarus"	"16.02.1992 Krankenkasseninitiative"	24742	4141	40.8
"Glarus"	"02.06.1991 Militärstrafgesetz"	24710	4065	56.9
"Glarus"	"02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer)"	24710	3291	45.9
"Glarus"	"03.03.1991 Förderung öffentlicher Verkehr"	23869	2555	37.9
"Glarus"	"03.03.1991 Stimmrecht für 18-jährige"	23869	5467	80.9
"Glarus"	"23.09.1990 Strassenverkehrsgesetz"	23810	4256	45.4
"Glarus"	"23.09.1990 Energieartikel"	23810	6572	70.1
"Glarus"	"23.09.1990 Moratorium Atomkraftwerkbau"	23810	5296	55.9
"Glarus"	"23.09.1990 Ausstieg Atomenergie"	23810	4476	47.3
"Glarus"	"01.04.1990 Organisation der Bundesrechtspflege"	23710	3618	42.7
"Glarus"	"01.04.1990 Rebbaubeschluss"	23710	3711	43.4
"Glarus"	"01.04.1990 Freie Aarelandschaft Biel-Solothurn"	23710	3928	43.6
"Glarus"	"01.04.1990 Autobahnfreies Kononauer Amt"	23710	3707	41.0
"Glarus"	"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon"	23710	3724	41.2
"Glarus"	"01.04.1990 Begrenzung des Strassenbaus"	23710	3069	33.9
"Glarus"	"26.11.1989 Pro Tempo 130/100"	23784	4677	28.9
"Glarus"	"26.11.1989 Schweiz ohne Armee"	23784	4701	29.2
"Glarus"	"04.06.1989 Kleinbauern-Initiative"	23659	4141	53.8
"Glarus"	"04.12.1988 Begrenzung der Einwanderung"	23627	4067	34.5
"Glarus"	"04.12.1988 Herabsetzung Arbeitszeit"	23627	2755	23.3
"Glarus"	"04.12.1988 Gegen die Bodenspekulation"	23627	2891	24.5
"Glarus"	"12.06.1988 Herabsetzung AHV-Rentenalter"	23595	2690	27.1
"Glarus"	"12.06.1988 Koordinierte Verkehrspolitik"	23595	4797	48.7
"Glarus"	"06.12.1987 Rothenthurm-Initiative"	23505	6582	59.1
"Glarus"	"06.12.1987 Krankenversicherungsgesetz"	23505	2580	23.2
"Glarus"	"06.12.1987 Bahn 2000"	23505	6580	59.1
"Glarus"	"05.04.1987 Initiativen mit Gegenentwurf"	23467	4286	54.4
"Glarus"	"05.04.1987 Rüstungsreferendum"	23467	2607	32.4
"Glarus"	"05.04.1987 Ausländergesetz"	23467	5467	69.7
"Glarus"	"05.04.1987 Asylgesetz"	23467	5754	72.0
"Glarus"	"07.12.1986 Besteuerung Schwerverkehr"	23442	2710	34.6
"Glarus"	"07.12.1986 Mieterschutz"	23442	3699	47.8
"Glarus"	"28.09.1986 Zuckerbeschluss"	23399	2487	32.8
"Glarus"	"28.09.1986 Berufsbildung und Umschulung"	23399	770	10.2
"Glarus"	"28.09.1986 Gegenentwurf zur Kulturinitiative"	23399	2846	42.5
"Glarus"	"28.09.1986 Kulturinitiative"	23399	701	10.3
"Glarus"	"16.03.1986 UNO-Beitritt"	23269	2377	16.0
"Glarus"	"01.12.1985 Abschaffung der Vivisektion"	23276	2646	35.0
"Glarus"	"22.09.1985 Neues Eherecht"	23316	3891	40.4
"Glarus"	"22.09.1985 Innovationsrisikogarantie"	23316	2359	25.1
"Glarus"	"22.09.1985 Koordination Schuljahresbeginn"	23316	3472	36.0
"Glarus"	"09.06.1985 Selbstversorgung mit Brotgetreide"	23128	4772	61.0
"Glarus"	"09.06.1985 Neuverteilung Alkoholabgabe"	23128	5762	74.7
"Glarus"	"09.06.1985 Kantonsanteil Stempelabgaben"	23128	5300	68.6
"Glarus"	"09.06.1985 Recht auf Leben"	23128	2418	30.2
"Glarus"	"10.03.1985 Verlängerung bezahlte Ferien"	23145	1996	27.2
"Glarus"	"10.03.1985 Ausbildungsbeiträge"	23145	4104	56.6
"Glarus"	"10.03.1985 Beiträge Gesundheitswesen"	23145	4398	60.5
"Glarus"	"10.03.1985 Beiträge Primarschulunterricht"	23145	4829	66.5
