"Volksabstimmungen (Ergebnisse Ebene Kanton seit 1866)"

"Kanton"	"Datum und Vorlage"	"Stimmberechtigte"	"Ja"	"Ja in %"
"Nidwalden"	"01.04.1990 Freie Aarelandschaft Biel-Solothurn"	22951	3908	29.9
"Nidwalden"	"01.04.1990 Autobahnfreies Kononauer Amt"	22951	3404	25.8
"Nidwalden"	"01.04.1990 Autobahnfreie Landschaft Murten-Yverdon"	22951	3783	28.9
"Nidwalden"	"01.04.1990 Begrenzung des Strassenbaus"	22951	3021	22.9
"Nidwalden"	"26.11.1989 Pro Tempo 130/100"	22822	6051	35.9
"Nidwalden"	"26.11.1989 Schweiz ohne Armee"	22822	4802	28.7
"Nidwalden"	"04.06.1989 Kleinbauern-Initiative"	22610	2736	33.4
"Nidwalden"	"04.12.1988 Begrenzung der Einwanderung"	22400	3281	27.5
"Nidwalden"	"04.12.1988 Herabsetzung Arbeitszeit"	22400	2199	18.4
"Nidwalden"	"04.12.1988 Gegen die Bodenspekulation"	22400	2632	22.1
"Nidwalden"	"12.06.1988 Herabsetzung AHV-Rentenalter"	22281	1938	21.1
"Nidwalden"	"12.06.1988 Koordinierte Verkehrspolitik"	22281	4066	44.4
"Nidwalden"	"06.12.1987 Rothenthurm-Initiative"	22145	5877	51.9
"Nidwalden"	"06.12.1987 Krankenversicherungsgesetz"	22145	2371	20.9
"Nidwalden"	"06.12.1987 Bahn 2000"	22145	6377	56.1
"Nidwalden"	"05.04.1987 Initiativen mit Gegenentwurf"	21952	5421	58.2
"Nidwalden"	"05.04.1987 Rüstungsreferendum"	21952	3026	31.7
"Nidwalden"	"05.04.1987 Ausländergesetz"	21952	6410	69.1
"Nidwalden"	"05.04.1987 Asylgesetz"	21952	6777	71.3
"Nidwalden"	"07.12.1986 Besteuerung Schwerverkehr"	21841	1946	25.3
"Nidwalden"	"07.12.1986 Mieterschutz"	21841	4071	53.0
"Nidwalden"	"28.09.1986 Zuckerbeschluss"	21825	3124	41.2
"Nidwalden"	"28.09.1986 Berufsbildung und Umschulung"	21825	597	7.9
"Nidwalden"	"28.09.1986 Gegenentwurf zur Kulturinitiative"	21825	3272	50.0
"Nidwalden"	"28.09.1986 Kulturinitiative"	21825	749	11.2
"Nidwalden"	"16.03.1986 UNO-Beitritt"	21510	1880	15.0
"Nidwalden"	"01.12.1985 Abschaffung der Vivisektion"	21415	2110	28.2
"Nidwalden"	"22.09.1985 Neues Eherecht"	21327	4564	49.3
"Nidwalden"	"22.09.1985 Innovationsrisikogarantie"	21327	3305	37.3
"Nidwalden"	"22.09.1985 Koordination Schuljahresbeginn"	21327	8649	92.6
"Nidwalden"	"09.06.1985 Selbstversorgung mit Brotgetreide"	21139	3743	51.0
"Nidwalden"	"09.06.1985 Neuverteilung Alkoholabgabe"	21139	4992	68.5
"Nidwalden"	"09.06.1985 Kantonsanteil Stempelabgaben"	21139	4615	63.2
"Nidwalden"	"09.06.1985 Recht auf Leben"	21139	4084	52.9
"Nidwalden"	"10.03.1985 Verlängerung bezahlte Ferien"	21035	1399	20.6
"Nidwalden"	"10.03.1985 Ausbildungsbeiträge"	21035	3499	52.2
"Nidwalden"	"10.03.1985 Beiträge Gesundheitswesen"	21035	3867	57.8
"Nidwalden"	"10.03.1985 Beiträge Primarschulunterricht"	21035	4144	61.7
"Nidwalden"	"02.12.1984 Hilfe für Opfer von Gewaltverbrechen"	20934	6220	80.8
"Nidwalden"	"02.12.1984 Radio- und Fernsehartikel"	20934	4956	66.3
"Nidwalden"	"02.12.1984 Mutterschutz-Initiative"	20934	570	7.3
"Nidwalden"	"23.09.1984 Umweltgerechte Energieversorgung"	20823	3883	41.9
"Nidwalden"	"23.09.1984 Zukunft ohne neue Atomkraftwerke"	20823	3987	43.1
"Nidwalden"	"20.05.1984 Gegen den Ausverkauf der Heimat"	20765	3913	45.5
"Nidwalden"	"20.05.1984 Banken-Initiative"	20765	1880	21.8
"Nidwalden"	"26.02.1984 Zivildienst-Initiative"	20534	2906	24.4
"Nidwalden"	"26.02.1984 Einführung Autobahnvignette"	20534	7137	59.6
"Nidwalden"	"26.02.1984 Erhebung Schwerverkehrsabgae"	20534	6792	56.8
"Nidwalden"	"04.12.1983 Erleichterung Einbürgerungen"	20397	2318	36.9
"Nidwalden"	"04.12.1983 Bürgerrechtsregelung"	20397	3503	55.2
"Nidwalden"	"27.02.1983 Energieartikel"	20060	2876	37.6
"Nidwalden"	"27.02.1983 Neuregelung Treibstoffzölle"	20060	3948	51.3
"Nidwalden"	"28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative"	19973	1639	29.9
"Nidwalden"	"28.11.1982 Preisüberwachungs-Initiative"	19973	2708	45.4
"Nidwalden"	"06.06.1982 Ausländergesetz"	19669	3183	49.9
"Nidwalden"	"06.06.1982 Strafgesetzbuch"	19669	4353	67.8
"Nidwalden"	"29.11.1981 Weiterführung Finanzordnung"	19471	4215	69.3
"Nidwalden"	"14.06.1981 Konsumentenschutzartikel"	19246	3961	56.1
"Nidwalden"	"14.06.1981 Gleichstellung von Mann und Frau"	19246	3508	49.1
"Nidwalden"	"05.04.1981 Neue Ausländerpolitik"	19103	794	9.8
"Nidwalden"	"30.11.1980 Brotgetreideordnung"	18849	5232	63.0
"Nidwalden"	"30.11.1980 Alkoholeinnahmen"	18849	5867	71.0
"Nidwalden"	"30.11.1980 Kantonsanteil Stempelabgaben"	18849	5554	67.4
"Nidwalden"	"30.11.1980 Gurten- und Schutzhelmobligatorium"	18849	4093	48.9
"Nidwalden"	"02.03.1980 Neuordnung Landesversorgung"	18460	6068	87.2
"Nidwalden"	"02.03.1980 Trennung Kirche und Staat"	18460	847	12.0
"Nidwalden"	"20.05.1979 Atomgesetz"	18124	5312	69.9
"Nidwalden"	"20.05.1979 Umsatz- und direkte Bundessteuer"	18124	2514	32.7
"Nidwalden"	"18.02.1979 Volksrechte und Atomsicherheit"	18005	4535	46.2
"Nidwalden"	"18.02.1979 Gegen Suchtmittelreklame"	18005	3620	36.7
"Nidwalden"	"18.02.1979 Fuss- und Wanderwege"	18005	7078	71.6
"Nidwalden"	"18.02.1979 Stimmrecht für 18-Jährige"	18005	3934	39.7
"Nidwalden"	"03.12.1978 Berufsbildungsgesetz"	17935	4300	54.2
"Nidwalden"	"03.12.1978 Sicherheitspolizei"	17935	3389	42.2
"Nidwalden"	"03.12.1978 Tierschutzgesetz"	17935	6145	76.4
"Nidwalden"	"03.12.1978 Milchwirtschaftsbeschluss"	17935	5777	73.1
"Nidwalden"	"24.09.1978 Gründung des Kantons Jura"	17876	6446	86.5
"Nidwalden"	"28.05.1978 12 autofreie Sonntage"	17739	2806	27.5
"Nidwalden"	"28.05.1978 Hochschulförderung"	17739	3382	33.6
"Nidwalden"	"28.05.1978 Schwangerschaftsabbruch"	17739	2975	30.0
"Nidwalden"	"28.05.1978 Zolltarifgesetz"	17739	5420	54.6
"Nidwalden"	"28.05.1978 Zeitgesetz"	17739	4091	40.2
"Nidwalden"	"26.02.1978 Konjunkturartikel"	17660	5440	63.6
"Nidwalden"	"26.02.1978 Herabsetzung AHV-Alter"	17660	1057	11.9
"Nidwalden"	"26.02.1978 9. AHV-Revision"	17660	5214	59.1
"Nidwalden"	"26.02.1978 Mitbestimmung im Nationalstrassenbau"	17660	2910	33.1
"Nidwalden"	"04.12.1977 Ausgleich des Bundeshaushaltes"	17582	5027	69.0
"Nidwalden"	"04.12.1977 Ziviler Ersatzdienst"	17582	1893	25.7
"Nidwalden"	"04.12.1977 Politische Rechte"	17582	4951	69.1
"Nidwalden"	"04.12.1977 Reichtumssteuer-Initiative"	17582	2094	28.3
"Nidwalden"	"25.09.1977 Fristenlösungs-Initiative"	17542	2602	24.1
"Nidwalden"	"25.09.1977 Unterschriftenzahl für Initiativen"	17542	6885	65.5
"Nidwalden"	"25.09.1977 Unterschriftenzahl für Referenden"	17542	7103	67.3
"Nidwalden"	"25.09.1977 Albatrosinitiative"	17542	3200	30.1
"Nidwalden"	"25.09.1977 Gegenentwurf zur Mieterschutzinitiative"	17542	5643	57.7
"Nidwalden"	"25.09.1977 Mieterschutzinitiative"	17542	2898	28.1
"Nidwalden"	"12.06.1977 Steuerharmonisierung"	17373	3951	39.8
"Nidwalden"	"12.06.1977 Umsatz- und direkte Bundessteuer"	17373	3560	35.6
"Nidwalden"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf)"	17255	4304	64.8
"Nidwalden"	"13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative)"	17255	2358	32.3
"Nidwalden"	"13.03.1977 Beschränkung der Einbürgerungen"	17255	3101	38.4
"Nidwalden"	"13.03.1977 IV. Ueberfremdungsinitiative"	17255	2725	33.7
"Nidwalden"	"05.12.1976 40-Stunden-Woche"	17092	910	11.9
"Nidwalden"	"05.12.1976 Preisüberwachung"	17092	5839	76.5
"Nidwalden"	"05.12.1976 Geld- und Kreditpolitik"	17092	4599	62.6
"Nidwalden"	"26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder"	17061	895	15.1
"Nidwalden"	"26.09.1976 Radio- und Fernsehartikel"	17061	2769	47.2
"Nidwalden"	"13.06.1976 Neukonzeption Arbeitslosenversicherung"	16929	4684	61.3
"Nidwalden"	"13.06.1976 IDA-Darlehen"	16929	2982	39.0
"Nidwalden"	"13.06.1976 Raumplanungsgesetz"	16929	2687	34.8
"Nidwalden"	"21.03.1976 Steuerinitiative"	16828	1711	23.5
"Nidwalden"	"21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative"	16828	1767	24.7
"Nidwalden"	"21.03.1976 Mitbestimmung der Arbeitnehmer"	16828	1604	22.1
"Nidwalden"	"07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte"	16742	3390	56.1
"Nidwalden"	"07.12.1975 Wasserwirtschaft"	16742	4278	72.2
"Nidwalden"	"07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung"	16742	4362	73.2
"Nidwalden"	"08.06.1975 Erschwerung Ausgabenbeschlüsse"	16484	6200	81.4
"Nidwalden"	"08.06.1975 Erhöhung Steuereinnahmen"	16484	4746	62.3
"Nidwalden"	"08.06.1975 Generalzolltarif"	16484	4262	55.9
"Nidwalden"	"08.06.1975 Finanzierung der Nationalstrassen"	16484	4703	61.7
"Nidwalden"	"08.06.1975 Schutz der Währung"	16484	6578	86.3
"Nidwalden"	"02.03.1975 Konjunkturartikel"	16273	2557	42.0
"Nidwalden"	"08.12.1974 Soziale Krankenversicherung (Gegenentwurf)"	16194	3109	42.7
"Nidwalden"	"08.12.1974 Soziale Krankenversicherung (Initiative)"	16194	1247	16.6
"Nidwalden"	"08.12.1974 Erschwerung Ausgabenbeschlüsse"	16194	4914	65.7
"Nidwalden"	"08.12.1974 Verbesserung Bundeshaushalt"	16194	3572	47.1
"Nidwalden"	"20.10.1974 Gegen die Überfremdung"	16144	4615	39.3
"Nidwalden"	"02.12.1973 Tierschutzartikel"	15606	5507	77.9
"Nidwalden"	"02.12.1973 Steuerwirksame Abschreibungen"	15606	4010	57.0
"Nidwalden"	"02.12.1973 Stabilisierung des Baumarktes"	15606	4243	59.6
"Nidwalden"	"02.12.1973 Massnahmen im Kreditwesen"	15606	3906	55.1
"Nidwalden"	"02.12.1973 Preisüberwachung"	15606	3958	55.6
"Nidwalden"	"20.05.1973 Jesuiten- und Klosterartikel"	15398	6983	85.7
"Nidwalden"	"04.03.1973 Forschungsartikel"	15295	2602	52.1
"Nidwalden"	"04.03.1973 Bildungsartikel"	15295	2726	54.1
"Nidwalden"	"03.12.1972 Abkommen mit der EWG"	15240	5504	65.2
"Nidwalden"	"03.12.1972 Einführung Volkspension (Gegenentwurf)"	15240	6604	79.7
"Nidwalden"	"03.12.1972 Einführung Volkspension (Initiative)"	15240	1004	12.3
"Nidwalden"	"24.09.1972 Waffenausfuhrverbot"	15020	2509	39.8
"Nidwalden"	"04.06.1972 Schutz der Währung"	15017	3633	86.0
"Nidwalden"	"04.06.1972 Stabilisierung des Baumarktes"	15017	3637	85.9
"Nidwalden"	"05.03.1972 Mieterschutz"	14818	5910	81.8
"Nidwalden"	"05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative"	14818	4286	62.2
"Nidwalden"	"05.03.1972 Förderung des Wohnungsbaues"	14818	2003	28.4
"Nidwalden"	"06.06.1971 Weiterführung der Finanzordnung"	14715	4518	62.6
"Nidwalden"	"06.06.1971 Umweltschutz"	14715	6522	88.2
"Nidwalden"	"07.02.1971 Frauenstimmrecht"	7190	2703	55.8
"Nidwalden"	"15.11.1970 Änderung Finanzordnung"	7189	1082	29.6
"Nidwalden"	"27.09.1970 Wohnungs- und Familienschutz"	7196	969	25.5
"Nidwalden"	"27.09.1970 Förderung von Turnen und Sport"	7196	2474	65.2
"Nidwalden"	"07.06.1970 Gegen die Überfremdung"	7143	3167	55.7
"Nidwalden"	"01.02.1970 Inländische Zuckerwirtschaft"	6998	2194	59.5
"Nidwalden"	"14.09.1969 Bodenrecht"	6881	1594	57.8
"Nidwalden"	"01.06.1969 Eidg. technische Hochschulen"	6895	974	35.5
"Nidwalden"	"19.05.1968 Tabakbesteuerung"	6799	1759	53.4
"Nidwalden"	"18.02.1968 Steueramnestie"	6751	2071	66.0
"Nidwalden"	"02.07.1967 Gegen die Bodenspekulation"	6685	424	13.8
"Nidwalden"	"16.10.1966 Bekämpfung des Alkoholismus"	6570	535	14.0
"Nidwalden"	"16.10.1966 Auslandschweizerartikel"	6570	2260	60.5
"Nidwalden"	"16.05.1965 Milchbeschluss"	6328	1708	64.3
"Nidwalden"	"28.02.1965 Massnahmen Bauwirtschaft"	6322	2101	49.1
"Nidwalden"	"28.02.1965 Massnahmen Kreditwesen"	6322	2160	50.5
"Nidwalden"	"06.12.1964 Preiskontrollmassnahmen"	6285	1833	78.7
"Nidwalden"	"24.05.1964 Berufsbildungsgesetz"	6240	1565	61.3
"Nidwalden"	"02.02.1964 Steueramnestie"	6165	1122	35.6
"Nidwalden"	"08.12.1963 Stipendien und Ausbildungsbeihilfen"	6155	2101	73.9
"Nidwalden"	"08.12.1963 Weiterführung Finanzordnung"	6155	2037	71.0
"Nidwalden"	"26.05.1963 Volksrecht und Atomwaffen"	6143	455	14.7
"Nidwalden"	"04.11.1962 Wahl des Nationalrates"	6076	1422	56.1
"Nidwalden"	"27.05.1962 Taggelder des Nationalrates"	6006	865	32.6
"Nidwalden"	"27.05.1962 Natur- und Heimatschutz"	6006	1762	66.2
"Nidwalden"	"01.04.1962 Verbot der Atomwaffen"	5987	481	13.8
"Nidwalden"	"03.12.1961 Uhrenstatut"	5957	1636	54.9
"Nidwalden"	"22.10.1961 Einführung Gesetzesinitiative"	5960	317	11.4
"Nidwalden"	"05.03.1961 Treibstoffzoll für Nationalstrassenbau"	5960	2739	65.9
"Nidwalden"	"05.03.1961 Leitungsanlagen für Treibstoffe"	5960	2981	74.2
"Nidwalden"	"04.12.1960 Massnahmen Milchwirtschaft"	5945	980	30.8
"Nidwalden"	"29.05.1960 Preiskontrollmassnahmen"	5888	1943	78.2
"Nidwalden"	"24.05.1959 Zivilschutzartikel"	5796	1896	67.1
"Nidwalden"	"01.02.1959 Frauenstimmrecht"	5809	807	19.5
"Nidwalden"	"07.12.1958 Abkommen mit Italien zur Wasserkraft des Spöl"	5760	2502	81.5
"Nidwalden"	"07.12.1958 Kursaalspiele"	5760	2019	66.2
"Nidwalden"	"26.10.1958 44-Stunden-Woche"	5797	798	19.9
"Nidwalden"	"06.07.1958 Strassennetzverbesserung"	5804	2289	77.7
"Nidwalden"	"06.07.1958 Filmwesen"	5804	2026	69.6
"Nidwalden"	"11.05.1958 Neuordnung Finanzhaushalt"	5795	2055	58.9
"Nidwalden"	"26.01.1958 Missbrauch wirtschaftlicher Macht"	5767	622	18.1
"Nidwalden"	"24.11.1957 Brotgetreideversorgung"	5790	1770	58.3
"Nidwalden"	"24.11.1957 Atomenergie und Strahlenschutz"	5790	1962	64.5
"Nidwalden"	"03.03.1957 Rundspruch und Fernsehen"	5761	1589	50.8
"Nidwalden"	"03.03.1957 Zivilschutzartikel"	5761	1799	57.2
"Nidwalden"	"30.09.1956 Ausgabenbeschlüsse"	5757	1680	58.8
"Nidwalden"	"30.09.1956 Revision der Brotgetreideordnung"	5757	1505	52.3
"Nidwalden"	"13.05.1956 Hilfe an die Holzverzuckerungs-AG Graubünden"	5751	1364	41.9
"Nidwalden"	"13.05.1956 Wasserrechtskonzessionen"	5751	773	24.0
"Nidwalden"	"04.03.1956 Beschränkte Preiskontrolle"	5740	1976	67.1
"Nidwalden"	"13.03.1955 Mieter- und Konsumentenschutzinitiative (Gegenentwurf)"	5726	1821	55.1
"Nidwalden"	"13.03.1955 Mieter- und Konsumentenschutzinitiative"	5726	1158	35.0
"Nidwalden"	"05.12.1954 Schutz der Stromlandschaft Rheinau"	5721	1154	32.2
"Nidwalden"	"24.10.1954 Finanzordnung 1955 bis 1958"	5720	2308	75.8
"Nidwalden"	"20.06.1954 Hilfe an kriegsgeschädigte Auslandschweizer"	5703	1101	42.6
"Nidwalden"	"20.06.1954 Fähigkeitsausweise"	5703	876	33.7
"Nidwalden"	"06.12.1953 Schutz der Gewässer"	5670	2802	74.8
"Nidwalden"	"06.12.1953 Neuordnung Finanzhaushalt"	5670	936	24.9
"Nidwalden"	"19.04.1953 Postverkehrsgesetz"	5699	1087	31.2
"Nidwalden"	"23.11.1952 Brotgetreideversorgung"	5684	2126	63.3
"Nidwalden"	"23.11.1952 Preiskontrolle"	5684	1343	40.1
"Nidwalden"	"05.10.1952 Luftschutzräume"	5680	388	12.8
"Nidwalden"	"05.10.1952 Tabaksteuer und AHV"	5680	2024	67.1
"Nidwalden"	"06.07.1952 Deckung der Rüstungsausgaben"	5678	1173	42.2
"Nidwalden"	"18.05.1952 Rüstungsfinanzierung und Schutz sozialer Errungenschaften"	5685	878	26.8
"Nidwalden"	"20.04.1952 Warenumsatzsteuer-Initiative"	5663	353	10.7
"Nidwalden"	"30.03.1952 Landwirtschaftsgesetz"	5657	2075	50.2
"Nidwalden"	"02.03.1952 Bewilligungspflicht für Gasthöfe"	5646	1423	53.1
"Nidwalden"	"08.07.1951 Öffentliche Unternehmungen und Kosten der Armee"	5619	299	12.2
"Nidwalden"	"15.04.1951 Gegenentwurf zur Freigeldinitiative"	5599	2756	79.8
"Nidwalden"	"15.04.1951 Freigeldinitiative"	5599	214	6.1
"Nidwalden"	"25.02.1951 Autotransportordnung"	5591	1039	32.0
"Nidwalden"	"03.12.1950 Finanzordnung 1951 bis 1954"	5561	2594	75.4
"Nidwalden"	"03.12.1950 Wahl des Nationalrates"	5561	2399	73.7
"Nidwalden"	"01.10.1950 Verhinderung der Spekulation"	5596	409	14.4
"Nidwalden"	"04.06.1950 Neuordnung Finanzhaushalt"	5553	1399	45.2
"Nidwalden"	"29.01.1950 Förderung Wohnbautätigkeit"	5510	961	32.2
"Nidwalden"	"11.12.1949 Dienstverhältnis Bundesbeamte"	5495	1722	42.5
"Nidwalden"	"11.09.1949 Rückkehr zur direkten Demokratie"	5507	863	41.9
"Nidwalden"	"22.05.1949 Bekämpfung der Tuberkulose"	5469	383	10.7
"Nidwalden"	"22.05.1949 Nationalbankartikel"	5469	1295	37.7
"Nidwalden"	"14.03.1948 Ordnung der Zuckerwirtschaft"	5442	1177	37.5
"Nidwalden"	"06.07.1947 Gesetz über die AHV"	5532	2420	58.1
"Nidwalden"	"06.07.1947 Revision Wirtschaftsartikel"	5532	1775	43.1
"Nidwalden"	"18.05.1947 Wirtschaftsreform und Rechte der Arbeit"	5523	453	14.8
"Nidwalden"	"08.12.1946 Recht auf Arbeit"	5464	355	12.9
"Nidwalden"	"10.02.1946 Gütertransportordnung"	5467	839	22.9
"Nidwalden"	"25.11.1945 Für die Familie"	5510	2567	84.5
"Nidwalden"	"21.01.1945 Gesetz über die Bundesbahnen"	5581	1219	44.0
"Nidwalden"	"29.10.1944 Unlauterer Wettbewerb"	5427	1373	48.9
"Nidwalden"	"03.05.1942 Reorganisation des Nationalrates"	5271	794	35.6
"Nidwalden"	"25.01.1942 Volkswahl Bundesrat"	5255	386	12.2
"Nidwalden"	"09.03.1941 Neuordnung Alkoholwesen"	4893	2987	83.1
"Nidwalden"	"01.12.1940 Vorunterricht in der Armee"	4789	779	23.9
"Nidwalden"	"03.12.1939 Dienstverhältnis und Versicherung Bundespersonal"	4477	570	20.5
"Nidwalden"	"04.06.1939 Armee und Arbeitslosigkeit"	4432	1351	66.3
"Nidwalden"	"22.01.1939 Einschränkung Dringlichkeitsklausel"	4371	923	64.4
"Nidwalden"	"22.01.1939 Verfassungsgerichtsbarkeit"	4371	269	19.6
"Nidwalden"	"27.11.1938 Übergangsordnung Finanzhaushalt"	4379	1652	73.5
"Nidwalden"	"03.07.1938 Strafgesetzbuch"	4414	634	25.8
"Nidwalden"	"20.02.1938 Private Rüstungsindustrie (Gegenentwurf)"	4314	1349	78.2
"Nidwalden"	"20.02.1938 Private Rüstungsindustrie (Initiative)"	4314	134	7.7
"Nidwalden"	"20.02.1938 Dringliche Bundesbeschlüsse und demokratische Volksrechte"	4314	135	7.6
"Nidwalden"	"20.02.1938 Rätoromanisch als Nationalsprache"	4314	1671	92.0
"Nidwalden"	"28.11.1937 Verbot der Freimaurerei"	4306	982	44.0
"Nidwalden"	"08.09.1935 Initiative für die Totalrevision der Bundesverfassung"	4297	877	43.5
"Nidwalden"	"02.06.1935 Bekämpfung der Wirtschaftskrise"	4267	593	17.9
"Nidwalden"	"05.05.1935 Verkehrsteilungsgesetz"	4233	536	21.3
"Nidwalden"	"24.02.1935 Neuordnung der militärischen Ausbildung"	4201	1273	37.9
"Nidwalden"	"11.03.1934 Schutz der öffentlichen Ordnung"	4159	1372	45.6
"Nidwalden"	"28.05.1933 Herabsetzung Löhne Bundespersonal"	4131	1630	59.1
"Nidwalden"	"06.12.1931 Besteuerung des Tabaks"	3915	819	25.5
"Nidwalden"	"06.12.1931 Gesetz über die AHV"	3915	526	16.4
"Nidwalden"	"15.03.1931 Amtsdauer von Bundesbehörden"	3860	938	82.7
"Nidwalden"	"15.03.1931 Wahl des Nationalrats"	3860	931	84.1
"Nidwalden"	"08.02.1931 Ordensverbot"	3841	468	73.2
"Nidwalden"	"06.04.1930 Alkoholwesen"	3831	819	25.5
"Nidwalden"	"12.05.1929 Branntweinverbot"	3849	198	8.8
"Nidwalden"	"12.05.1929 Gesetzgebung Strassenverkehr"	3849	592	26.6
"Nidwalden"	"03.03.1929 Zolltarifgesetz"	3636	1618	76.0
"Nidwalden"	"03.03.1929 Getreideversorgung (Gegenentwurf)"	3636	1637	76.9
"Nidwalden"	"03.03.1929 Getreideversorgung (Initiative)"	3636	67	3.1
"Nidwalden"	"02.12.1928 Erhaltung der Kursäle"	3678	1062	81.0
"Nidwalden"	"20.05.1928 Massnahmen gegen die Überfremdung"	3721	922	68.9
"Nidwalden"	"15.05.1927 Automobil- und Fahrradverkehr"	3692	364	26.2
"Nidwalden"	"15.05.1927 Entschädigung an Kantone für Alpenstrassen"	3692	819	59.8
"Nidwalden"	"05.12.1926 Getreideversorgung"	3641	451	16.2
"Nidwalden"	"06.12.1925 Bundesbeschluss betreffend die AHV"	3594	920	46.6
"Nidwalden"	"25.10.1925 Aufenthalt und Niederlassung Ausländer"	3603	922	64.8
"Nidwalden"	"24.05.1925 Initiative für die AHV/IV"	3583	282	13.9
"Nidwalden"	"17.02.1924 Fabrikgesetz"	3578	1318	62.3
"Nidwalden"	"03.06.1923 Alkoholwesen"	3641	542	20.7
"Nidwalden"	"15.04.1923 Zollinitiative"	3731	174	8.3
"Nidwalden"	"18.02.1923 Abkommen mit Frankreich zu Hochsavoyen"	3538	166	13.2
"Nidwalden"	"18.02.1923 Schutzhaft-Initiative"	3538	57	4.5
"Nidwalden"	"03.12.1922 Einmalige Vermögensabgabe"	3566	57	1.9
"Nidwalden"	"24.09.1922 Innere Sicherheit und bedingter Strafvollzug"	3476	1241	51.8
"Nidwalden"	"11.06.1922 Wählbarkeit der Bundesbeamten"	3413	152	14.6
"Nidwalden"	"11.06.1922 Ausweisung von Ausländern"	3413	264	25.2
"Nidwalden"	"11.06.1922 Einbürgerungswesen"	3413	110	10.5
"Nidwalden"	"22.05.1921 Artikel über die Luftschiffahrt"	3481	455	58.4
"Nidwalden"	"22.05.1921 Artikel über den Automobil- und Fahrradverkehr"	3481	379	47.9
"Nidwalden"	"30.01.1921 Aufhebung der Militärjustiz"	3454	264	20.5
"Nidwalden"	"30.01.1921 Staatsvertragsreferendum"	3454	995	78.5
"Nidwalden"	"31.10.1920 Arbeitszeit bei den Eisenbahnen"	3425	595	35.6
"Nidwalden"	"16.05.1920 Beitritt zum Völkerbund"	3437	1389	57.7
"Nidwalden"	"21.03.1920 Gegenentwurf zur Spielbanken-Initiative"	3383	574	52.6
"Nidwalden"	"21.03.1920 Verbot der Spielbanken"	3383	179	16.1
"Nidwalden"	"21.03.1920 Ordnung des Arbeitsverhältnisses"	3383	479	41.4
"Nidwalden"	"10.08.1919 Wahlen in den National- und Bundesrat"	3312	188	58.8
"Nidwalden"	"04.05.1919 Ausserordentliche Kriegssteuer"	3302	980	78.7
"Nidwalden"	"04.05.1919 Artikel über die Schiffahrt"	3302	986	79.0
"Nidwalden"	"13.10.1918 Proporzwahl des Nationalrates"	3242	831	80.8
"Nidwalden"	"02.06.1918 Initiative für die direkte Bundessteuer"	3285	512	27.9
"Nidwalden"	"13.05.1917 Stempelabgaben"	3299	381	37.7
"Nidwalden"	"06.06.1915 Einmalige Kriegssteuer"	3106	1422	93.5
"Nidwalden"	"25.10.1914 Gerichtsbarkeit"	3225	380	42.8
"Nidwalden"	"04.05.1913 Krankheitsbekämpfung"	3270	406	58.7
"Nidwalden"	"04.02.1912 Kranken- und Unfallversicherung"	3264	1201	73.9
"Nidwalden"	"23.10.1910 Proporzwahl des Nationalrates"	3197	1054	65.8
"Nidwalden"	"25.10.1908 Wasserkraft und Elektrizität"	3198	585	77.1
"Nidwalden"	"05.07.1908 Absinthverbot"	3211	937	82.5
"Nidwalden"	"05.07.1908 Gewerbewesen"	3211	794	75.3
"Nidwalden"	"03.11.1907 Militärorganisation"	3189	947	38.9
"Nidwalden"	"10.06.1906 Lebensmittelngesetz"	3199	1203	84.0
"Nidwalden"	"19.03.1905 Ausdehnung des Erfinderschutzes"	3078	377	68.8
"Nidwalden"	"25.10.1903 Alkoholartikel"	3116	534	44.0
"Nidwalden"	"25.10.1903 Wahl des Nationalrates"	3116	663	53.7
"Nidwalden"	"25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen"	3116	138	11.4
"Nidwalden"	"15.03.1903 Zolltarifgesetz"	3087	1454	69.2
"Nidwalden"	"23.11.1902 Unterstützung der Primarschule"	3070	846	58.7
"Nidwalden"	"04.11.1900 Volkswahl Bundesrat"	3129	733	56.0
"Nidwalden"	"04.11.1900 Proporzwahl des Nationalrates"	3129	790	60.1
"Nidwalden"	"20.05.1900 Kranken-, Unfall- und Militärversicherung"	3090	880	49.5
"Nidwalden"	"13.11.1898 Strafrechtseinheit"	3081	730	45.5
"Nidwalden"	"13.11.1898 Zivilrechtseinheit"	3081	733	45.9
"Nidwalden"	"20.02.1898 Schweiz. Bundesbahnen"	3080	1160	50.0
"Nidwalden"	"11.07.1897 Lebensmittelpolizei"	3030	514	62.4
"Nidwalden"	"11.07.1897 Wasserbau- und Forstpolizei"	3030	257	31.8
"Nidwalden"	"28.02.1897 Schweizerische Bundesbank"	3053	284	15.6
"Nidwalden"	"04.10.1896 Disciplinarstrafordnung der Armee"	2877	121	7.6
"Nidwalden"	"04.10.1896 Eisenbahnenrechnungsgesetz"	2877	742	46.2
